title,url,page,text,Category,Rank,Hide,isFree,isTopRated,verified,premium,imgUrl,logoUrl
TFEncrypted,https://tf-encrypted.io/,TFEncrypted,A Framework for Encrypted Machine Learning in TensorFlow,Privacy Machine Learning,1200,,,,,,,https://tf-encrypted.io/wp-content/uploads/2023/04/cropped-logo-1-220x47.png
PipelineDP,https://pipelinedp.io/,PipelineDP,"PipelineDP is a Python framework for applying differentially private aggregations to large datasets using batch processing systems such as Apache Spark, Apache Beam, and more.",Privacy Machine Learning,280,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
wandb client,https://wandb.ai/,wandb client,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation to production.",Workflow & Experiment Tracking,9300,,,,,,,https://github.com/wandb/wandb/raw/main/assets/logo-dark.svg#gh-dark-mode-only
DVC,https://dvc.org/,DVC,Data Versioning and ML Experiments,Workflow & Experiment Tracking,14000,,,,,,,https://github.com/iterative/dvc/workflows/Tests/badge.svg?branch=main
SageMaker SDK,https://sagemaker.readthedocs.io/,SageMaker SDK,A library for training and deploying machine learning models on Amazon SageMaker,Workflow & Experiment Tracking,2100,,,,,,,https://github.com/aws/sagemaker-python-sdk/raw/master/branding/icon/sagemaker-banner.png
Metaflow,https://metaflow.org/,Metaflow,Open Source AI/ML Platform,Workflow & Experiment Tracking,8400,,,,,,,https://user-images.githubusercontent.com/763451/89453116-96a57e00-d713-11ea-9fa6-82b29d4d6eff.png
tensorboardX,https://tensorboardx.readthedocs.io/en/latest/tensorboard.html,tensorboardX,"tensorboard for pytorch (and chainer, mxnet, numpy, ...)",Workflow & Experiment Tracking,7900,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
snakemake,https://snakemake.github.io/,snakemake,This is the development home of the workflow management system Snakemake.,Workflow & Experiment Tracking,2300,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
ClearML,https://clear.ml/docs,ClearML,"ClearML - Auto-Magical CI/CD to streamline your AI workload. Experiment Management, Data Management, Pipeline, Orchestration, Scheduling & Serving in one MLOps/LLMOps solution",Workflow & Experiment Tracking,5800,,,,,,,https://github.com/clearml/clearml/raw/master/docs/clearml-logo.svg#gh-light-mode-only
aim,https://aimstack.io/,aim,An easy-to-use & supercharged open-source experiment tracker.,Workflow & Experiment Tracking,5300,,,,,,,https://user-images.githubusercontent.com/13848158/226759622-063b725d-8b3e-4c75-80c7-11fb04b7adf5.png
AzureML SDK,https://docs.microsoft.com/azure/machine-learning/service/,AzureML SDK,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft,Workflow & Experiment Tracking,4100,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
kaggle,https://github.com/Kaggle/kaggle-api,kaggle,Official Kaggle API,Workflow & Experiment Tracking,6400,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
VisualDL,https://www.paddlepaddle.org.cn/paddle/visualdl,VisualDL,Deep Learning Visualization Toolki,Workflow & Experiment Tracking,4800,,,,,,,https://raw.githubusercontent.com/PaddlePaddle/VisualDL/develop/frontend/packages/core/public/images/logo-visualdl.svg?sanitize=true
Neptune.ai,https://neptune.ai/,Neptune.ai,The experiment tracker for foundation model training,Workflow & Experiment Tracking,590,,,,,,,https://raw.githubusercontent.com/neptune-ai/neptune-client/assets/readme/Github-cover.png
Labml,https://labml.ai/,Labml,Monitor deep learning model training and hardware usage from your mobile phone.,Workflow & Experiment Tracking,2100,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
ml-metadata,https://www.tensorflow.org/tfx/guide/mlmd,ml-metadata,For recording and retrieving metadata associated with ML developer and data scientist workflows.,Workflow & Experiment Tracking,630,,,,,,,https://www.gstatic.com/devrel-devsite/prod/v2c0608cfe9941cacf4435921a2ece588be3719df069d9fba67130a84e4743128/tensorflow/images/lockup.svg
TNT,https://pytorch.org/tnt/,TNT,A lightweight library for PyTorch training tools and utilities,Workflow & Experiment Tracking,1700,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
quinn,https://mrpowers-io.github.io/quinn/,quinn,pyspark methods to enhance developer productivity,Workflow & Experiment Tracking,650,,,,,,,https://github.com/MrPowers/quinn/actions/workflows/ci.yml/badge.svg
gokart,https://gokart.readthedocs.io/en/latest/,gokart,"Gokart solves reproducibility, task dependencies, constraints of good code, and ease of use for Machine Learning Pipeline.",Workflow & Experiment Tracking,320,,,,,,,https://raw.githubusercontent.com/m3dev/gokart/master/docs/gokart_logo_side_isolation.svg
keepsake,https://keepsake.ai/,keepsake,Version control for machine learning,Workflow & Experiment Tracking,1600,,,,,,,https://github.com/replicate/keepsake/raw/main/web/public/images/notebook.png
caliban,https://caliban.readthedocs.io/,caliban,"Research workflows made easy, locally and in the Cloud.",Workflow & Experiment Tracking,500,,,,,,,https://github.com/google/caliban/workflows/build/badge.svg?branch=main
CometML,https://www.comet.com,CometML,"Comet’s machine learning platform integrates with your existing infrastructure and tools so you can manage, visualize, and optimize models—from training runs to production monitoring.",Workflow & Experiment Tracking,,,,,,,,https://www.comet.com/site/wp-content/uploads/2024/09/comet-logo-1.png
Catalyst,https://catalyst-team.com/,Catalyst,Accelerated deep learning R&D,Workflow & Experiment Tracking,3300,,,,,,,https://raw.githubusercontent.com/catalyst-team/catalyst-pics/master/pics/catalyst_logo.png
knockknock,https://github.com/huggingface/knockknock,knockknock,Knock Knock: Get notified when your training ends with only two additional lines of code,Workflow & Experiment Tracking,2800,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
livelossplot,https://p.migdal.pl/livelossplot,livelossplot,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others",Workflow & Experiment Tracking,1300,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
SKLL,https://skll.readthedocs.org/,SKLL,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,Workflow & Experiment Tracking,550,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Guild AI,https://guild.ai/,Guild AI,"Experiment tracking, ML developer tools",Workflow & Experiment Tracking,870,,,,,,,https://github.com/guildai/guildai/actions/workflows/ci.yml/badge.svg
hiddenlayer,https://github.com/waleedka/hiddenlayer,hiddenlayer,"Neural network graphs and training metrics for PyTorch, Tensorflow, and Keras.",Workflow & Experiment Tracking,1800,,,,,,,https://github.com/waleedka/hiddenlayer/raw/master/assets/readme_graph.png
Studio.ml,https://studio.ml/,Studio.ml,Studio: Simplify and expedite model building process,Workflow & Experiment Tracking,380,,,,,,,https://github.com/studioml/studio/raw/master/docs/logo.png
lore,https://github.com/instacart/lore,lore,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers,Workflow & Experiment Tracking,1600,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
TensorBoard Logger,https://github.com/TeamHG-Memex/tensorboard_logger,TensorBoard Logger,Log TensorBoard events without touching TensorFlow,Workflow & Experiment Tracking,630,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
TensorWatch,https://github.com/microsoft/tensorwatch,TensorWatch,"Debugging, monitoring and visualization for Python Machine Learning and Data Science",Workflow & Experiment Tracking,3400,,,,,,,https://github.com/microsoft/tensorwatch/raw/master/docs/images/teaser.gif
MXBoard,https://github.com/awslabs/mxboard,MXBoard,Logging MXNet data for visualization in TensorBoard.,Workflow & Experiment Tracking,320,,,,,,,https://github.com/dmlc/web-data/raw/master/mxnet/tensorboard/mxboard_cover.png
datmo,https://github.com/datmo/datmo,datmo,Open source production model management tool for data scientists,Workflow & Experiment Tracking,340,,,,,,,https://github.com/datmo/datmo/raw/master/images/datmo-logo.png
chitra,https://chitra.readthedocs.io/en/latest/,chitra,"A multi-functional library for full-stack Deep Learning. Simplifies Model Building, API development, and Model Deployment.",Workflow & Experiment Tracking,220,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
steppy,https://github.com/minerva-ml/steppy,steppy,"Lightweight, Python library for fast and reproducible experimentation.",Workflow & Experiment Tracking,130,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
ModelChimp,https://www.modelchimp.com/,ModelChimp,Experiment tracking for machine and deep learning projects,Workflow & Experiment Tracking,130,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
traintool,https://traintool.jrieke.com/,traintool,Train off-the-shelf machine learning models in one line of code,Workflow & Experiment Tracking,12,,,,,,,https://github.com/jrieke/traintool/raw/master/docs/assets/cover.png
onnx,https://onnx.ai/,onnx,Open standard for machine learning interoperability,Model Serialization & Deployment,18000,,,,,,,https://github.com/onnx/onnx/raw/main/docs/onnx-horizontal-color.png
huggingface_hub,https://huggingface.co/docs/huggingface_hub,huggingface_hub,The official Python client for the Huggingface Hub.,Model Serialization & Deployment,2200,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Core ML Tools,https://coremltools.readme.io/,Core ML Tools,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",Model Serialization & Deployment,4500,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
BentoML,https://bentoml.com/,BentoML,"The easiest way to serve AI apps and models - Build Model Inference APIs, Job queues, LLM apps, Multi-model pipelines, and more!",Model Serialization & Deployment,7300,,,,,,,https://github.com/bentoml/BentoML/assets/489344/de4da660-6aeb-4e5a-bf76-b7177435444d
TorchServe,https://pytorch.org/serve/,TorchServe,"Serve, optimize and scale PyTorch models in production",Model Serialization & Deployment,4300,,,,,,,https://github.com/pytorch/serve/actions/workflows/torchserve-nightly-build.yml/badge.svg
hls4ml,https://fastmachinelearning.org/hls4ml,hls4ml,Machine learning on FPGAs using HLS,Model Serialization & Deployment,1300,,,,,,,https://github.com/fastmachinelearning/fastmachinelearning.github.io/raw/master/images/hls4ml_logo.svg
Hummingbird,https://github.com/microsoft/hummingbird,Hummingbird,Hummingbird compiles trained ML models into tensor computation for faster inference.,Model Serialization & Deployment,3400,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
nebullvm,https://www.nebuly.com/,nebullvm,A collection of libraries to optimise AI model performances,Model Serialization & Deployment,8400,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
tfdeploy,https://tfdeploy.readthedocs.io/,tfdeploy,Deploy tensorflow graphs for fast evaluation and export to tensorflow-less environments running numpy.,Model Serialization & Deployment,350,,,,,,,https://raw.githubusercontent.com/riga/tfdeploy/master/logo.png
mmdnn,https://github.com/microsoft/MMdnn,mmdnn,"MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion and visualization. Convert models between Caffe, Keras, MXNet, Tensorflow, CNTK, PyTorch Onnx and CoreML.",Model Serialization & Deployment,5800,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
m2cgen,https://github.com/BayesWitnesses/m2cgen,m2cgen,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart, Haskell, Ruby, F#, Rust) with zero dependencies",Model Serialization & Deployment,2800,,,,,,,https://github.com/BayesWitnesses/m2cgen/workflows/GitHub%20Actions/badge.svg?branch=master
cortex,https://cortexlabs.com/,cortex,Production infrastructure for machine learning at scale,Model Serialization & Deployment,8000,,,,,,,https://docs.cortexlabs.com/~gitbook/image?url=https%3A%2F%2F3050650365-files.gitbook.io%2F%7E%2Ffiles%2Fv0%2Fb%2Fgitbook-legacy-files%2Fo%2Fspaces%252F-LWyM3C2APR5oPjSoE4V%252Favatar-rectangle-1608251607798.png%3Fgeneration%3D1608251608560049%26alt%3Dmedia&width=260&dpr=1&quality=100&sign=796b3a84&sv=2
sklearn-porter,https://github.com/nok/sklearn-porter,sklearn-porter,"Transpile trained scikit-learn estimators to C, Java, JavaScript and others.",Model Serialization & Deployment,1300,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
OMLT,https://github.com/cog-imperial/OMLT,OMLT,Represent trained machine learning models as Pyomo optimization formulations,Model Serialization & Deployment,290,,,,,,,https://user-images.githubusercontent.com/282580/146039921-b3ea73af-7da3-47c1-bdfb-c40ad537a737.png
pytorch2keras,https://pytorch2keras.readthedocs.io/en/latest/,pytorch2keras,PyTorch to Keras model convertor,Model Serialization & Deployment,860,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Larq Compute Engine,https://docs.larq.dev/compute-engine,Larq Compute Engine,Highly optimized inference engine for Binarized Neural Networks,Model Serialization & Deployment,240,,,,,,,https://user-images.githubusercontent.com/13285808/74535800-84017780-4f2e-11ea-9169-52f5ac83d685.png
modelkit,https://cornerstone-ondemand.github.io/modelkit/,modelkit,Toolkit for developing and maintaining ML models,Model Serialization & Deployment,150,,,,,,,https://raw.githubusercontent.com/cornerstone-ondemand/modelkit/main/.github/resources/logo.svg
backprop,https://backprop.co/,backprop,"Backprop makes it simple to use, finetune, and deploy state-of-the-art ML models.",Model Serialization & Deployment,240,,,,,,,https://github.com/backprop-ai/backprop/raw/main/.github/header.png
ml-ane-transformers,https://github.com/apple/ml-ane-transformers,ml-ane-transformers,Reference implementation of the Transformer architecture optimized for Apple Neural Engine (ANE),Model Serialization & Deployment,2600,,,,,,,https://github.com/apple/ml-ane-transformers/raw/main/assets/iPhone13_iOS16_latency_comparison.png
arviz,https://python.arviz.org/,arviz,Exploratory analysis of Bayesian models with Python,Model Interpretability,1600,,,,,,,https://raw.githubusercontent.com/arviz-devs/arviz-project/main/arviz_logos/ArviZ.png#gh-light-mode-only
evaluate,https://huggingface.co/docs/evaluate,evaluate,ðŸ¤— Evaluate: A library for easily evaluating machine learning models and datasets.,Model Interpretability,2100,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
explainerdashboard,https://explainerdashboard.readthedocs.io/,explainerdashboard,"Quickly build Explainable AI dashboards that show the inner workings of so-called ""blackbox"" machine learning models.",Model Interpretability,2300,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
DoWhy,https://www.pywhy.org/dowhy,DoWhy,"DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions. DoWhy is based on a unified language for causal inference, combining causal graphical models and potential outcomes frameworks.",Model Interpretability,7200,,,,,,,https://github.com/py-why/dowhy/actions/workflows/ci.yml/badge.svg
LIT,https://pair-code.github.io/lit,LIT,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and framework agnostic interface.,Model Interpretability,3500,,,,,,,https://pair-code.github.io/lit/assets/images/favicon.png
pyLDAvis,https://github.com/bmabey/pyLDAvis,pyLDAvis,Python library for interactive topic model visualization. Port of the R LDAvis package.,Model Interpretability,1800,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Model Analysis,https://github.com/tensorflow/model-analysis,Model Analysis,Model analysis tools for TensorFlow,Model Interpretability,1300,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
dtreeviz,https://github.com/parrt/dtreeviz,dtreeviz,A python library for decision tree visualization and model interpretation.,Model Interpretability,3000,,,,,,,https://github.com/parrt/dtreeviz/raw/master/testing/samples/iris-TD-2.svg
imodels,https://csinva.io/imodels,imodels,"Interpretable ML package ðŸ” for concise, transparent, and accurate predictive modeling (sklearn-compatible).",Model Interpretability,1400,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Fairness 360,https://aif360.res.ibm.com/,Fairness 360,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and algorithms to mitigate bias in datasets and models.",Model Interpretability,2500,,,,,,,https://github.com/Trusted-AI/AIF360/actions/workflows/ci.yml/badge.svg
responsible-ai-widgets,https://responsibleaitoolbox.ai/,responsible-ai-widgets,"Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and libraries that enable a better understanding of AI systems. These interfaces and libraries empower developers and stakeholders of AI systems to develop and monitor AI more responsibly, and take better data-driven actions.",Model Interpretability,1400,,,,,,,https://responsibleaitoolbox.ai/wp-content/uploads/2021/12/microsoft.svg
CausalNex,https://causalnex.readthedocs.io/,CausalNex,A Python library that helps data scientists to infer causation rather than observing correlation.,Model Interpretability,2300,,,,,,,https://raw.githubusercontent.com/quantumblacklabs/causalnex/master/docs/source/causalnex_banner.png
Explainability 360,https://aix360.res.ibm.com/,Explainability 360,Interpretability and explainability of data and machine learning models,Model Interpretability,1600,,,,,,,https://github.com/Trusted-AI/AIX360/actions/workflows/Build.yml/badge.svg
What-If Tool,https://pair-code.github.io/what-if-tool,What-If Tool,Source code/webpage/demos for the What-If Tool,Model Interpretability,930,,,,,,,https://github.com/PAIR-code/what-if-tool/raw/master/img/wit-smile-intro.png
random-forest-importances,https://github.com/parrt/random-forest-importances,random-forest-importances,Code to compute permutation and drop-column importances in Python scikit-learn models,Model Interpretability,600,,,,,,,https://github.com/parrt/random-forest-importances/raw/master/article/images/corrheatmap.svg
ecco,https://ecco.readthedocs.io/,ecco,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter notebooks explaining the behavior of Transformer-based language models (like GPT2, BERT, RoBERTA, T5, and T0).",Model Interpretability,2000,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
DiCE,https://interpretml.github.io/DiCE/,DiCE,Generate Diverse Counterfactual Explanations for any machine learning model.,Model Interpretability,1400,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
fairness-indicators,https://github.com/tensorflow/fairness-indicators,fairness-indicators,Tensorflow's Fairness Evaluation and Visualization Toolkit,Model Interpretability,340,,,,,,,https://raw.githubusercontent.com/tensorflow/fairness-indicators/master/fairness_indicators/images/fairnessIndicators.png
LOFO,https://github.com/aerdem4/lofo-importance,LOFO,Leave One Feature Out Importance,Model Interpretability,820,,,,,,,https://github.com/aerdem4/lofo-importance/raw/master/docs/lofo_logo.png?raw=true
ExplainX.ai,https://github.com/explainX/explainx,ExplainX.ai,Explainable AI framework for data scientists. Explain & debug any blackbox machine learning model with a single line of code. We are looking for co-authors to take this project forward. Reach out @ ms8909@nyu.edu,Model Interpretability,420,,,,,,,https://github.com/explainX/explainx/raw/master/explainx_logo.png
Deep Checks,https://docs.deepchecks.com/stable,Deep Checks,"Deepchecks: Tests for Continuous Validation of ML Models & Data. Deepchecks is a holistic open-source solution for all of your AI & ML validation needs, enabling to thoroughly test your data and models from research to production.",Model Interpretability,3700,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
yellowbrick,https://www.scikit-yb.org/,yellowbrick,Visual analysis and diagnostic tools to facilitate machine learning model selection.,Model Interpretability,4300,,,,,,,https://github.com/DistrictDataLabs/yellowbrick/actions/workflows/ci.yml/badge.svg?branch=develop
scikit-plot,https://github.com/reiinakano/scikit-plot,scikit-plot,An intuitive library to add plotting functionality to scikit-learn objects.,Model Interpretability,2400,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
DALEX,https://dalex.drwhy.ai/,DALEX,moDel Agnostic Language for Exploration and eXplanation,Model Interpretability,1400,,,,,,,https://github.com/ModelOriented/DALEX/raw/master/man/figures/logo.png
Lucid,https://github.com/tensorflow/lucid,Lucid,A collection of infrastructure and tools for research in neural network interpretability.,Model Interpretability,4700,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
iNNvestigate,https://github.com/albermax/innvestigate,iNNvestigate,A toolbox to iNNvestigate neural networks' predictions!,Model Interpretability,1300,,,,,,,https://github.com/albermax/innvestigate/raw/master/docs/assets/logo.svg
checklist,https://github.com/marcotcr/checklist,checklist,Beyond Accuracy: Behavioral Testing of NLP models with CheckList,Model Interpretability,2000,,,,,,,https://github.com/marcotcr/checklist/raw/master/notebooks/tutorials/visual_suggest.gif
keract,https://github.com/philipperemy/keract,keract,Layers Outputs and Gradients in Keras. Made easy.,Model Interpretability,1100,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
tf-explain,https://tf-explain.readthedocs.io/,tf-explain,Interpretability Methods for tf.keras models with Tensorflow 2.x,Model Interpretability,1000,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Quantus,https://quantus.readthedocs.io/,Quantus,Quantus is an eXplainable AI toolkit for responsible evaluation of neural network explanations,Model Interpretability,570,,,,,,,https://raw.githubusercontent.com/understandable-machine-intelligence-lab/Quantus/main/quantus_logo.png
deeplift,https://github.com/kundajelab/deeplift,deeplift,Public facing deeplift repo,Model Interpretability,840,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
TreeInterpreter,https://github.com/andosa/treeinterpreter,TreeInterpreter,"Package for interpreting scikit-learn's decision tree and random forest predictions. Allows decomposing each prediction into bias and feature contribution components as described in http://blog.datadive.net/interpreting-random-forests/. For a dataset with n features, each prediction on the dataset is decomposed as prediction = bias + feature_1_contribution + ... + feature_n_contribution.",Model Interpretability,740,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
tcav,https://github.com/tensorflow/tcav,tcav,Code for the TCAV ML interpretability project,Model Interpretability,630,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
sklearn-evaluation,https://sklearn-evaluation.ploomber.io/,sklearn-evaluation,"Machine learning model evaluation made easy: plots, tables, HTML reports, experiment tracking and Jupyter notebook analysis.",Model Interpretability,460,,,,,,,https://github.com/ploomber/sklearn-evaluation/workflows/CI/badge.svg
model-card-toolkit,https://www.tensorflow.org/responsible_ai/model_card_toolkit/guide,model-card-toolkit,A toolkit that streamlines and automates the generation of model cards,Model Interpretability,430,,,,,,,https://github.com/tensorflow/model-card-toolkit/actions/workflows/ci.yml/badge.svg
Anchor,https://github.com/marcotcr/anchor,Anchor,"Code for ""High-Precision Model-Agnostic Explanations"" paper",Model Interpretability,800,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
FlashTorch,https://youtu.be/18Iw4qYqfPo,FlashTorch,Visualization toolkit for neural networks in PyTorch! Demo -->,Model Interpretability,740,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Skater,https://github.com/GapData/skater,Skater,Python Library for Model Interpretation/Explanations,Model Interpretability,1100,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Attribution Priors,https://github.com/suinleelab/attributionpriors,Attribution Priors,Tools for training explainable models using attribution priors.,Model Interpretability,120,,,,,,,https://raw.githubusercontent.com/suinleelab/attributionpriors/master/images/image.png
bias-detector,https://github.com/intuit/bias-detector,bias-detector,Bias Detector is a python package for detecting gender/race bias in binary classification models.,Model Interpretability,43,,,,,,,https://raw.githubusercontent.com/intuit/bias-detector/master/bias_detector/static/libra.svg
contextual-ai,https://contextual-ai.readthedocs.io/en/latest,contextual-ai,"Contextual AI adds explainability to different stages of machine learning pipelines - data, training, and inference - thereby addressing the trust gap between such ML systems and their users. It does not refer to a specific algorithm or ML method instead, it takes a human-centric view and approach to AI.",Model Interpretability,86,,,,,,,https://github.com/SAP/contextual-ai/raw/master/imgs/logo.png?raw=true
Milvus,https://milvus.io/,Milvus,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search",Vector Similarity Search (ANN),32000,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Faiss,https://faiss.ai/,Faiss,A library for efficient similarity search and clustering of dense vectors.,Vector Similarity Search (ANN),32000,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Annoy,https://github.com/spotify/annoy,Annoy,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk,Vector Similarity Search (ANN),13000,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
hnswlib,https://github.com/nmslib/hnswlib,hnswlib,Header-only C++/python library for fast approximate nearest neighbors,Vector Similarity Search (ANN),4500,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
USearch,https://unum-cloud.github.io/usearch/,USearch,"Fast Open-Source Search & Clustering engine — for Vectors & Strings— in C++, C, Python, JavaScript, Rust, Java, Objective-C, Swift, C#, GoLang, and Wolfram",Vector Similarity Search (ANN),2400,,,,,,,https://github.com/unum-cloud/.github/raw/main/assets/discord.svg
NMSLIB,https://github.com/nmslib/nmslib,NMSLIB,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods for generic non-metric spaces.,Vector Similarity Search (ANN),3400,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
PyNNDescent,https://github.com/lmcinnes/pynndescent,PyNNDescent,A Python nearest neighbor descent for approximate nearest neighbors,Vector Similarity Search (ANN),910,,,,,,,https://github.com/lmcinnes/pynndescent/raw/master/doc/pynndescent_logo.png
NGT,https://github.com/yahoojapan/NGT,NGT,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data,Vector Similarity Search (ANN),1300,,,,,,,https://github.com/yahoojapan/NGT/raw/main/assets/logo.svg
Magnitude,https://github.com/plasticityai/magnitude,Magnitude,"A fast, efficient universal vector embedding utility package.",Vector Similarity Search (ANN),1600,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
NearPy,https://github.com/pixelogik/NearPy,NearPy,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different locality-sensitive hashes.",Vector Similarity Search (ANN),770,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
